id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas
2945,2026-01-02T01:14:41.965270,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.0,,converted output to speech
2946,2026-01-02T01:14:42.433549,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting
2947,2026-01-02T01:14:42.687320,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (43283 bytes)
2948,2026-01-02T01:14:42.689483,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
2949,2026-01-02T01:14:42.691779,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43283 bytes
2950,2026-01-02T01:14:42.831122,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
2951,2026-01-02T01:14:42.859764,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
2952,2026-01-02T01:14:43.160638,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334483136.png
2953,2026-01-02T01:14:43.172990,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
2954,2026-01-02T01:14:43.744671,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.6,,,"M . P “ - VELOCIDAD IMA Fe"""
2955,2026-01-02T01:14:43.749890,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334483136.png
2956,2026-01-02T01:14:43.751748,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"M . P “ - VELOCIDAD IMA Fe"""
2957,2026-01-02T01:14:43.757967,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.3,,converted output to speech
2958,2026-01-02T01:14:44.398922,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,starting
2959,2026-01-02T01:14:44.777713,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (42889 bytes)
2960,2026-01-02T01:14:44.780001,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
2961,2026-01-02T01:14:44.782294,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,42889 bytes
2962,2026-01-02T01:14:44.955736,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768
2963,2026-01-02T01:14:44.966124,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
2964,2026-01-02T01:14:45.251480,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334485242.png
2965,2026-01-02T01:14:45.252921,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
2966,2026-01-02T01:14:45.832171,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.6,,,"v A Ea n = — P—:- VELOCIDAD MÁXIMA m"""
2967,2026-01-02T01:14:45.837596,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334485242.png
2968,2026-01-02T01:14:45.839697,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"v A Ea n = — P—:- VELOCIDAD MÁXIMA m"""
2969,2026-01-02T01:14:45.846173,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.4,,converted output to speech
2970,2026-01-02T01:14:48.327943,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:02.5,,,starting
2971,2026-01-02T01:14:48.903592,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (43129 bytes)
2972,2026-01-02T01:14:48.909207,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
2973,2026-01-02T01:14:48.912150,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43129 bytes
2974,2026-01-02T01:14:49.069026,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768
2975,2026-01-02T01:14:49.101942,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
2976,2026-01-02T01:14:49.437011,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334489409.png
2977,2026-01-02T01:14:49.470937,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
2978,2026-01-02T01:14:50.060669,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.6,,,"r u 1= = - U — VELOCIDAD MÁXIMA"""
2979,2026-01-02T01:14:50.071337,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334489409.png
2980,2026-01-02T01:14:50.074404,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"r u 1= = - U — VELOCIDAD MÁXIMA"""
2981,2026-01-02T01:14:50.081065,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.8,,converted output to speech
2982,2026-01-02T01:18:21.518297,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,03:31.4,,,starting
2983,2026-01-02T01:18:21.899123,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (43018 bytes)
2984,2026-01-02T01:18:21.902886,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
2985,2026-01-02T01:18:21.946633,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43018 bytes
2986,2026-01-02T01:18:22.116271,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768
2987,2026-01-02T01:18:22.124990,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
2988,2026-01-02T01:18:22.430621,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334702426.png
2989,2026-01-02T01:18:22.432909,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
2990,2026-01-02T01:18:23.092749,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.7,,,"E E Y ® - y — 7 E- — IDAD MÁXIMA -"""
2991,2026-01-02T01:18:23.099393,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334702426.png
2992,2026-01-02T01:18:23.101676,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"E E Y ® - y — 7 E- — IDAD MÁXIMA -"""
2993,2026-01-02T01:18:23.109059,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.6,,converted output to speech
2994,2026-01-02T01:18:23.623659,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting
2995,2026-01-02T01:18:23.986959,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (43328 bytes)
2996,2026-01-02T01:18:23.989541,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
2997,2026-01-02T01:18:24.016124,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43328 bytes
2998,2026-01-02T01:18:24.154504,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
2999,2026-01-02T01:18:24.165131,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3000,2026-01-02T01:18:24.449875,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334704445.png
3001,2026-01-02T01:18:24.452233,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3002,2026-01-02T01:18:25.267933,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.8,,,"s | E ea — VELOCIDAD MÁXIMA en"""
3003,2026-01-02T01:18:25.271474,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334704445.png
3004,2026-01-02T01:18:25.272853,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"s | E ea — VELOCIDAD MÁXIMA en"""
3005,2026-01-02T01:18:25.277594,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.7,,converted output to speech
3006,2026-01-02T01:18:25.707134,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,starting
3007,2026-01-02T01:18:26.083734,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (66710 bytes)
3008,2026-01-02T01:18:26.085039,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3009,2026-01-02T01:18:26.086130,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,66710 bytes
3010,2026-01-02T01:18:26.225762,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3011,2026-01-02T01:18:26.245747,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3012,2026-01-02T01:18:26.614379,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.4,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334706604.png
3013,2026-01-02T01:18:26.616502,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3014,2026-01-02T01:18:30.558787,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:03.9,,,"_ - a =. * =4 S i EA “ e = n , Ea S = = E a — . n j = E = i 1 e = - = e i T = g s s h T S A A = E de u = a = = g a = * s E ﬁﬁ‘r = A e s - d . a e = . — e T = T 9 e T, z a X de AA a E = = R ya y et e R"""
3015,2026-01-02T01:18:30.565970,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334706604.png
3016,2026-01-02T01:18:30.568892,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"_ - a =. * =4 S i EA “ e = n , Ea S = = E a — . n j = E = i 1 e = - = e i T = g s s h T S A A = E de u = a = = g a = * s E ﬁﬁ‘r = A e s - d . a e = . — e T = T 9 e T, z a X de AA a E = = R ya y et e R"""
3017,2026-01-02T01:18:30.576672,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:04.9,,converted output to speech
3018,2026-01-02T01:18:32.494843,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.9,,,starting
3019,2026-01-02T01:18:32.663618,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,finished (33093 bytes)
3020,2026-01-02T01:18:32.669418,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3021,2026-01-02T01:18:32.671116,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,33093 bytes
3022,2026-01-02T01:18:32.799447,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3023,2026-01-02T01:18:32.818330,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3024,2026-01-02T01:18:33.068224,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334713059.png
3025,2026-01-02T01:18:33.071417,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3026,2026-01-02T01:18:34.668517,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:01.6,,,"r — E = . b= Ne E = E z = —_;:.-::f""'"""
3027,2026-01-02T01:18:34.678302,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334713059.png
3028,2026-01-02T01:18:34.680417,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"r — E = . b= Ne E = E z = —_;:.-::f""'"""
3029,2026-01-02T01:18:34.687451,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.2,,converted output to speech
3030,2026-01-02T01:18:35.773793,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,starting
3031,2026-01-02T01:18:36.248107,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,finished (36383 bytes)
3032,2026-01-02T01:18:36.250315,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3033,2026-01-02T01:18:36.251661,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,36383 bytes
3034,2026-01-02T01:18:36.379469,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3035,2026-01-02T01:18:36.406442,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3036,2026-01-02T01:18:36.693277,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334716689.png
3037,2026-01-02T01:18:36.694806,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3038,2026-01-02T01:18:37.560524,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.9,,,"of td% [ | B "". P — - 3"""
3039,2026-01-02T01:18:37.565000,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334716689.png
3040,2026-01-02T01:18:37.571003,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"of td% [ | B "". P — - 3"""
3041,2026-01-02T01:18:37.577833,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.8,,converted output to speech
3042,2026-01-02T01:18:38.878591,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.3,,,starting
3043,2026-01-02T01:18:39.327460,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (29822 bytes)
3044,2026-01-02T01:18:39.332033,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3045,2026-01-02T01:18:39.335313,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,29822 bytes
3046,2026-01-02T01:18:39.496966,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768
3047,2026-01-02T01:18:39.503819,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3048,2026-01-02T01:18:39.689990,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334719682.png
3049,2026-01-02T01:18:39.713350,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3050,2026-01-02T01:18:39.883734,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,no text found
3051,2026-01-02T01:18:39.894809,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334719682.png
3052,2026-01-02T01:18:39.896808,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"""No se detectó texto"""
3053,2026-01-02T01:18:39.905344,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.0,,converted output to speech
3054,2026-01-02T01:19:23.408964,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:43.5,,,starting
3055,2026-01-02T01:19:23.995253,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (45728 bytes)
3056,2026-01-02T01:19:23.997942,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3057,2026-01-02T01:19:24.000422,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,45728 bytes
3058,2026-01-02T01:19:24.127528,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3059,2026-01-02T01:19:24.151658,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3060,2026-01-02T01:19:24.472955,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334764464.png
3061,2026-01-02T01:19:24.475268,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3062,2026-01-02T01:19:25.343675,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.9,,,"ñ i s P s r * e A = * “ h Ne = y T & A """""
3063,2026-01-02T01:19:25.350700,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334764464.png
3064,2026-01-02T01:19:25.352673,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"ñ i s P s r * e A = * “ h Ne = y T & A """""
3065,2026-01-02T01:19:25.358974,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.0,,converted output to speech
3066,2026-01-02T01:19:26.041667,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,starting
3067,2026-01-02T01:19:26.603433,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (32774 bytes)
3068,2026-01-02T01:19:26.607475,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3069,2026-01-02T01:19:26.609017,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,32774 bytes
3070,2026-01-02T01:19:26.740766,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3071,2026-01-02T01:19:26.764335,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3072,2026-01-02T01:19:27.011925,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334767002.png
3073,2026-01-02T01:19:27.013906,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3074,2026-01-02T01:19:27.141050,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,no text found
3075,2026-01-02T01:19:27.145146,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334767002.png
3076,2026-01-02T01:19:27.146979,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"""No se detectó texto"""
3077,2026-01-02T01:19:27.154389,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.1,,converted output to speech
3078,2026-01-02T01:19:28.377091,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.2,,,starting
3079,2026-01-02T01:19:28.689610,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (41216 bytes)
3080,2026-01-02T01:19:28.697195,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3081,2026-01-02T01:19:28.701342,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,41216 bytes
3082,2026-01-02T01:19:28.837524,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3083,2026-01-02T01:19:28.864603,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3084,2026-01-02T01:19:29.165442,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334769154.png
3085,2026-01-02T01:19:29.167295,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3086,2026-01-02T01:19:30.352795,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:01.2,,,"# ha 0s uéál E E Ya ""l 1 £ -5 = e A g — la = — — —"""
3087,2026-01-02T01:19:30.357698,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334769154.png
3088,2026-01-02T01:19:30.359618,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"# ha 0s uéál E E Ya ""l 1 £ -5 = e A g — la = — — —"""
3089,2026-01-02T01:19:30.365343,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.0,,converted output to speech
3090,2026-01-02T01:19:37.952195,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:07.6,,,starting
3091,2026-01-02T01:19:38.291577,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (39203 bytes)
3092,2026-01-02T01:19:38.299753,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3093,2026-01-02T01:19:38.303336,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,39203 bytes
3094,2026-01-02T01:19:38.425308,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3095,2026-01-02T01:19:38.445285,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3096,2026-01-02T01:19:38.729038,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334778718.png
3097,2026-01-02T01:19:38.730670,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3098,2026-01-02T01:19:39.167942,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.4,,,"ha h Y e * . 7 - d"""
3099,2026-01-02T01:19:39.174671,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334778718.png
3100,2026-01-02T01:19:39.176839,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"ha h Y e * . 7 - d"""
3101,2026-01-02T01:19:39.183946,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.2,,converted output to speech
3102,2026-01-02T01:20:03.328380,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:24.1,,,starting
3103,2026-01-02T01:20:03.934320,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (42571 bytes)
3104,2026-01-02T01:20:03.936477,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3105,2026-01-02T01:20:03.938031,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,42571 bytes
3106,2026-01-02T01:20:04.056352,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3107,2026-01-02T01:20:04.074825,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3108,2026-01-02T01:20:04.360559,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334804350.png
3109,2026-01-02T01:20:04.363115,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3110,2026-01-02T01:20:04.920954,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.6,,,"ñ - g y e / l a Y » . / "" ml c"""
3111,2026-01-02T01:20:04.925540,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334804350.png
3112,2026-01-02T01:20:04.927068,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"ñ - g y e / l a Y » . / "" ml c"""
3113,2026-01-02T01:20:04.931857,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.6,,converted output to speech
3114,2026-01-02T01:20:05.938540,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.0,,,starting
3115,2026-01-02T01:20:06.545587,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (45548 bytes)
3116,2026-01-02T01:20:06.547859,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3117,2026-01-02T01:20:06.550536,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,45548 bytes
3118,2026-01-02T01:20:06.695881,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3119,2026-01-02T01:20:06.720834,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
3120,2026-01-02T01:20:07.076605,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.4,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334807066.png
3121,2026-01-02T01:20:07.080212,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)"
3122,2026-01-02T01:20:07.859029,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.8,,,"Te 2 — a o f -- > L 1h | 2 -~ | [l A s u"""
3123,2026-01-02T01:20:07.866604,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334807066.png
3124,2026-01-02T01:20:07.869186,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"Te 2 — a o f -- > L 1h | 2 -~ | [l A s u"""
3125,2026-01-02T01:20:07.877274,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.9,,converted output to speech
3126,2026-01-02T01:20:08.788276,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.9,,,starting
3127,2026-01-02T01:20:09.128303,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (42750 bytes)
3128,2026-01-02T01:20:09.131037,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting
3129,2026-01-02T01:20:09.132189,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,42750 bytes
3130,2026-01-02T01:20:09.252136,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768
3131,2026-01-02T01:20:09.284545,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768
